"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"94","425.18162975301317","394.00264247437093","4.892448709978026","-0.3071648351996062","0.00990000000000002","0.00880000000000003","0.011","1400","0.00009422390463382051","0","0.00009422390463382051","0.00009422390463382051","94_95:0.0036779393367347146","94_95:660","true"
"95","421.98947906757076","150.41013804125868","4.805795933726187","-0.30918254236870346","0.008199999999999985","0.009399999999999964","0.007","1400","0.00011776535782738995","0","0.00011776535782738995","0.00011776535782738995","","","true"
"96","205.09860966727499","267.32713799528597","4.904951184081859","-0.3075517924661106","0.05899999999999994","0.07020000000000004","0.0478","1400","0.00022431536189504908","0","0.00022431536189504908","0.00022431536189504908","96_109:0.0072238033265880075;96_97:0.004613865774076492;96_95:0.0051715955528107704","96_109:660;96_97:660;96_95:660","true"
"97","493.76551746321326","408.28074206674637","4.827959770846183","-0.3077086218539215","0.015900000000000025","0.0232","0.0086","1400","0.00020301580150402555","0","0.00020301580150402555","0.00020301580150402555","97_98:0.007155502429827043","97_98:660","true"
"98","353.0062190035404","15.421376678507086","4.931871616841461","-0.3071662914424166","0.007099999999999995","0.0044","0.009800000000000031","1400","0.0001561676850837331","0","0.0001561676850837331","0.0001561676850837331","98_91:0.004466684365668605","98_91:660","true"
"99","313.0965826061183","204.00320541484098","4.847706977355432","-0.3073928429952756","0.032200000000000006","0.0302","0.03420000000000001","1400","0.00014730278804840356","0","0.00014730278804840356","0.00014730278804840356","99_98:0.0035513985802734793","99_98:660","true"
"100","231.04065865303855","220.50850045946214","5.038240779578742","-0.305216444060978","0.015600000000000058","0.011800000000000033","0.0194","1400","0.0001891022833033974","0","0.0001891022833033974","0.0001891022833033974","100_99:0.00452872547373856;100_110:0.010223609598206479","100_99:660;100_110:660","true"
"101","250.90693813019143","230.61569431938662","4.7866547588436585","-0.30859022081829135","0.009299999999999975","0.0104","0.008199999999999985","1400","0.00014116063039656398","0","0.00014116063039656398","0.00014116063039656398","101_102:0.0044744785908851226;101_100:0.007077936117256628","101_102:660;101_100:660","true"
"102","452.81301834136985","198.76564394551542","4.864159468424887","-0.3079078250736739","0.013500000000000068","0.009","0.018000000000000016","1400","0.00018637693584597665","0","0.00018637693584597665","0.00018637693584597665","","","true"
"103","273.8830340154427","121.58883025944228","4.947656844587999","-0.3061106856768402","0.008599999999999941","0.0078","0.009399999999999964","1400","0.0003638116579541359","0","0.0003638116579541359","0.0003638116579541359","103_102:0.007504195988056045;103_104:0.006569427592336807","103_102:660;103_104:660","true"
"104","382.6769432267705","119.3978112081887","4.823259288800078","-0.30887389224640077","0.07499999999999996","0.06333333333333334","0.08666666666666667","1400","0.00011216433522579135","0","0.00011216433522579135","0.00011216433522579135","104_111:0.032320063028832974;104_105:0.004917224248821711","104_111:660;104_105:660","true"
"105","347.3427423752117","271.275063855827","4.923676379945097","-0.30744604347870486","0.05610000000000004","0.057599999999999985","0.0546","1400","0.00019397812243227","0","0.00019397812243227","0.00019397812243227","105_106:1","105_106:660","true"
"106","33.118004991713164","127.2276491792076","4.833835391366063","0","0.20189999999999997","0.39039999999999997","0.0134","1400","0.06257514738159053","0","0.06257514738159053","0.06257514738159053","106_107:1","106_107:660","true"
"107","545.1661090990256","383.5473256873909","4.737135209908983","-0.3092323185160615","0.030200000000000005","0.0342","0.0262","1400","0.000146703979962139","0","0.000146703979962139","0.000146703979962139","","","true"
"108","348.4805731656013","500.98474943653343","4.8485950268109494","-0.30758756009823","0.015700000000000047","0.0116","0.01980000000000004","1400","0.0001496671849502892","0","0.0001496671849502892","0.0001496671849502892","108_107:0.0038857706055157593;108_112:0.004709509036848247","108_107:660;108_112:660","true"
